Company_Identifier,CompanyName,Year,URL,Source_Page,Title,Source
S3,Alfa Laval,2023,https://mb.cision.com/Public/905/3953677/ae5f305cd4318fe8.pdf,https://mfn.se/cis/a/alfa-laval/alfa-lavals-annual-and-sustainability-report-for-2023-published-593e6a20,Annual Report 2023 (MFN/Cision),mfn
S6,Atlas Copco A,2023,https://mb.cision.com/Main/90/3949255/2683994.pdf,https://mfn.se/cis/a/atlas-copco/atlas-copco-group-publishes-annual-report-for-2023-f9bcc8e8,Annual Report 2023 (MFN/Cision),mfn
S6,Atlas Copco A,2022,https://mb.cision.com/Main/90/3737556/1929260.pdf,https://mfn.se/cis/a/atlas-copco/atlas-copco-publishes-its-annual-report-for-2022-316ad216,Annual Report 2022 (MFN/Cision),mfn
S6,Atlas Copco A,2019,https://mb.cision.com/Main/90/3053634/1206606.pdf,https://mfn.se/cis/a/atlas-copco/atlas-copco-publishes-its-annual-report-for-2019-a927bb50,Annual Report 2019 (MFN/Cision),mfn
S6,Atlas Copco A,2021,https://mb.cision.com/Main/90/3528089/1551058.pdf,https://mfn.se/cis/a/atlas-copco/atlas-copco-publishes-its-annual-report-for-2021-79007ed0,Annual Report 2021 (MFN/Cision),mfn
S6,Atlas Copco A,2021,https://mb.cision.com/Main/90/3334229/1408341.pdf,https://mfn.se/cis/a/atlas-copco/report-from-atlas-copcos-annual-general-meeting-2021-bcb91621,Annual Report 2021 (MFN/Cision),mfn
S9,EQT,2019,https://mb.cision.com/Main/87/3081202/1224326.pdf,https://mfn.se/cis/a/eqt/eqt-ab-annual-report-2019-published-cf851d88,Annual Report 2019 (MFN/Cision),mfn
S9,EQT,2019,https://mb.cision.com/Main/87/3023839/1185437.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2019-2710cd7f,Annual Report 2019 (MFN/Cision),mfn
S9,EQT,2020,https://mb.cision.com/Main/87/3317574/1395598.pdf,https://mfn.se/cis/a/eqt/eqt-abs-annual-and-sustainability-report-for-2020-published-e451d003,Annual Report 2020 (MFN/Cision),mfn
S9,EQT,2020,https://mb.cision.com/Main/87/3273688/1363456.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publ-year-end-report-2020-fd00dd8f,Annual Report 2020 (MFN/Cision),mfn
S9,EQT,2020,https://mb.cision.com/Main/87/3268262/1359510.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2020-b4bfb9df,Annual Report 2020 (MFN/Cision),mfn
S9,EQT,2021,https://mb.cision.com/Main/87/3533390/1554636.pdf,https://mfn.se/cis/a/eqt/eqt-abs-annual-and-sustainability-report-for-2021-published-96d4ec19,Annual Report 2021 (MFN/Cision),mfn
S9,EQT,2021,https://mb.cision.com/Main/87/3488430/1522112.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publ-year-end-report-2021-2fd43293,Annual Report 2021 (MFN/Cision),mfn
S9,EQT,2021,https://mb.cision.com/Main/87/3481633/1517174.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2021-9a1f637a,Annual Report 2021 (MFN/Cision),mfn
S9,EQT,2022,https://mb.cision.com/Main/87/3743377/1953227.pdf,https://mfn.se/cis/a/eqt/eqt-abs-annual-and-sustainability-report-for-2022-published-c4116a5c,Annual Report 2022 (MFN/Cision),mfn
S9,EQT,2022,https://mb.cision.com/Main/87/3699243/1787718.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publ-year-end-report-2022-277c196d,Annual Report 2022 (MFN/Cision),mfn
S9,EQT,2022,https://mb.cision.com/Main/87/3692373/1762862.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2022-c2aba40f,Annual Report 2022 (MFN/Cision),mfn
S9,EQT,2023,https://mb.cision.com/Main/87/3947084/2674429.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publishes-annual-and-sustainability-report-for-2023-acab33f1,Annual Report 2023 (MFN/Cision),mfn
S9,EQT,2023,https://mb.cision.com/Main/87/3911449/2548179.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publ-year-end-report-2023-440bc10a,Annual Report 2023 (MFN/Cision),mfn
S9,EQT,2023,https://mb.cision.com/Main/87/3903932/2522396.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2023-9e2bf807,Annual Report 2023 (MFN/Cision),mfn
S9,EQT,2024,https://mb.cision.com/Main/87/4118218/3318218.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publishes-annual-and-sustainability-report-for-2024-7d4c410e,Annual Report 2024 (MFN/Cision),mfn
S9,EQT,2024,https://mb.cision.com/Main/87/4094903/3219232.pdf,https://mfn.se/cis/a/eqt/eqt-ab-publ-year-end-report-2024-970baa76,Annual Report 2024 (MFN/Cision),mfn
S9,EQT,2024,https://mb.cision.com/Main/87/4089214/3197444.pdf,https://mfn.se/cis/a/eqt/invitation-to-presentation-of-eqt-abs-year-end-report-2024-5315b70a,Annual Report 2024 (MFN/Cision),mfn
S8,Epiroc A,2019,https://mb.cision.com/Main/16899/3057327/1209748.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2019-de8eaa86,Annual Report 2019 (MFN/Cision),mfn
S8,Epiroc A,2019,https://mb.cision.com/Main/16899/2808140/1041096.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2019-bca3ac06,Annual Report 2019 (MFN/Cision),mfn
S8,Epiroc A,2020,https://mb.cision.com/Main/16899/3304276/1385187.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2020-7919d6b2,Annual Report 2020 (MFN/Cision),mfn
S8,Epiroc A,2020,https://mb.cision.com/Main/16899/3109826/1246490.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2020-026114f8,Annual Report 2020 (MFN/Cision),mfn
S8,Epiroc A,2021,https://mb.cision.com/Main/16899/3517772/1543872.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2021-129c9c98,Annual Report 2021 (MFN/Cision),mfn
S8,Epiroc A,2021,https://mb.cision.com/Main/16899/3335837/1409301.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2021-d067417f,Annual Report 2021 (MFN/Cision),mfn
S8,Epiroc A,2022,https://mb.cision.com/Main/16899/3731614/1905213.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2022-f98a65b6,Annual Report 2022 (MFN/Cision),mfn
S8,Epiroc A,2022,https://mb.cision.com/Main/16899/3552801/1568771.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2022-27f4d900,Annual Report 2022 (MFN/Cision),mfn
S8,Epiroc A,2023,https://mb.cision.com/Main/16899/3942400/2654456.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2023-91d57dd9,Annual Report 2023 (MFN/Cision),mfn
S8,Epiroc A,2023,https://mb.cision.com/Main/16899/3773320/2077758.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2023-ea5f8326,Annual Report 2023 (MFN/Cision),mfn
S8,Epiroc A,2024,https://mb.cision.com/Main/16899/4121726/3332422.pdf,https://mfn.se/cis/a/epiroc/epiroc-publishes-annual-and-sustainability-report-for-2024-b313e544,Annual Report 2024 (MFN/Cision),mfn
S8,Epiroc A,2024,https://mb.cision.com/Main/16899/3979161/2796993.pdf,https://mfn.se/cis/a/epiroc/report-from-epirocs-annual-general-meeting-2024-309ecdce,Annual Report 2024 (MFN/Cision),mfn
S13,Hennes & Mauritz B,2020,https://hmgroup.com/wp-content/uploads/2025/03/HM-Group-Annual-and-sustainability-report-2024.pdf,https://hmgroup.com/investors/,annual and sustainability report 2024,ir
S7,Boliden,2024,https://mb.cision.com/Main/997/4121044/3330967.pdf,https://mfn.se/cis/a/boliden/boliden-publishes-annual-and-sustainability-report-2024-b8884bf4,Annual Report 2024 (MFN/Cision),mfn
S7,Boliden,2023,https://mb.cision.com/Main/997/3940837/2649391.pdf,https://mfn.se/cis/a/boliden/boliden-publishes-annual-and-sustainability-report-2023-c08abf95,Annual Report 2023 (MFN/Cision),mfn
S7,Boliden,2022,https://mb.cision.com/Main/997/3789820/2138148.pdf,https://mfn.se/cis/a/boliden/boliden-report-of-payments-to-government-agencies-in-2022-bfd485e8,Annual Report 2022 (MFN/Cision),mfn
S7,Boliden,2021,https://mb.cision.com/Main/997/3576526/1586178.pdf,https://mfn.se/cis/a/boliden/boliden-report-of-payments-to-government-agencies-in-2021-2589fe47,Annual Report 2021 (MFN/Cision),mfn
S7,Boliden,2020,https://mb.cision.com/Main/997/3345833/1416646.pdf,https://mfn.se/cis/a/boliden/boliden-report-of-payments-to-government-agencies-in-2020-b238bc2e,Annual Report 2020 (MFN/Cision),mfn
