Pricer B	SEK	4.44	-0.055	-1.22%	4.43	4.48	125,058	558,611	18:00:00
Prisma Properties	SEK	25.40	+0.15	+0.59%	25.30	25.60	5,715	144,883	18:00:00
Proact IT Group	SEK	112.40	-1.60	-1.40%	112.40	113.00	58,275	6,559,190	18:00:00
Profilgruppen B	SEK	121.00	+1.00	+0.83%	121.00	121.50	364	44,010	18:00:00
Profoto Holding	SEK	10.85	+0.75	+7.42%	10.65	10.85	158,025	1,762,577	18:00:00
Q-Linea	SEK	27.045	+0.25	+0.93%	26.80	27.045	5,908	156,944	18:00:00
Qliro	SEK	17.95	+0.55	+3.16%	17.90	18.00	70,457	1,254,137	18:00:00
Railcare Group	SEK	30.25	+0.05	+0.16%	30.15	30.25	5,272	158,952	18:00:00
Ratos A	SEK	40.30	+0.80	+2.02%			2,480	99,681	18:00:00
Ratos B	SEK	39.56	+0.10	+0.25%	39.62	39.70	514,718	20,411,539	18:00:00
RaySearch Laboratories B	SEK	214.00	-6.00	-2.72%	214.00	214.50	78,885	16,990,963	18:00:00
Rejlers B	SEK	187.20	+0.80	+0.42%	185.60	186.80	8,013	1,493,158	18:00:00
Rottneros	SEK	2.73	-0.03	-1.08%	2.73	2.745	420,390	1,144,593	18:00:00
Rusta	SEK	81.45	-1.35	-1.63%	81.75	82.10	129,550	10,604,981	18:00:00
RVRC Holding	SEK	59.00	-0.45	-0.75%	59.00	59.20	209,453	12,368,291	18:00:00
Röko B	SEK	1,705.00	-44.80	-2.56%	1,706.60	1,711.00	6,248	10,692,225	18:00:00
SAAB B	SEK	707.80	+12.20	+1.75%	707.00	707.20	2,519,791	1,773,117,333	18:00:00
Sagax A	SEK	201.00	+1.00	+0.50%	200.00	201.00	912	182,285	18:00:00
Sagax B	SEK	200.80	+0.80	+0.40%	201.20	201.60	883,529	176,318,972	18:00:00
Sagax D	SEK	33.80	-0.05	-0.14%	33.80	33.85	222,046	7,506,036	18:00:00
Samhällsbyggnadsbo. i Norden B	SEK	5.022	-0.036	-0.71%	5.046	5.05	7,919,384	39,816,654	18:00:00
Samhällsbyggnadsbo. i Norden D	SEK	8.965	-0.005	-0.05%	8.925	8.95	760,311	6,865,034	18:00:00
Sampo Oyj SDB	SEK	107.20	-0.40	-0.37%	106.80	107.00	77,180	8,264,282	18:00:00
Sandvik	SEK	327.30	-1.20	-0.36%	326.30	326.50	2,173,197	710,919,913	18:00:00
Saniona	SEK	23.55	+1.20	+5.36%	23.40	23.50	1,410,153	32,581,653	18:00:00
SCA A	SEK	120.60	-0.20	-0.16%	120.60	120.80	5,923	712,062	18:00:00
SCA B	SEK	120.65	-0.40	-0.33%	120.45	120.50	1,600,088	192,637,472	18:00:00
Scandi Standard	SEK	99.50	+0.20	+0.20%	99.50	99.80	19,383	1,931,384	18:00:00
Scandic Hotels Group	SEK	90.10	-1.15	-1.26%	90.10	90.40	406,248	36,756,845	18:00:00
Sdiptech B	SEK	183.80	-2.20	-1.18%	184.00	184.20	60,468	11,123,531	18:00:00
Seafire	SEK	9.98	+0.54	+5.72%	9.44	9.98	31,713	298,314	18:00:00
SEB A	SEK	201.50	-0.30	-0.14%	201.20	201.30	3,565,990	718,136,752	18:00:00
SEB C	SEK	205.50	+1.00	+0.48%	205.50	206.50	37,589	7,717,519	18:00:00
SECTRA B	SEK	230.20	-7.00	-2.95%	230.20	230.60	129,123	29,853,166	18:00:00
Securitas B	SEK	145.20	+0.50	+0.34%	145.05	145.10	601,720	87,327,394	18:00:00
Sedana Medical	SEK	10.48	+0.04	+0.38%	10.46	10.56	132,641	1,383,704	18:00:00
Sensys Gatso Group	SEK	40.20	-1.80	-4.28%	40.20	41.00	18,008	730,014	18:00:00
Senzime	SEK	5.24	-0.04	-0.75%	5.20	5.24	194,643	1,023,424	18:00:00
Sinch	SEK	27.46	-0.15	-0.54%	27.51	27.53	2,275,932	63,017,950	18:00:00
SinterCast	SEK	102.00	+2.00	+2.00%	102.00	104.00	5,494	560,562	18:00:00
Sivers Semiconductors	SEK	3.586	-0.062	-1.69%	3.60	3.64	3,470,445	12,223,720	18:00:00
Skanska B	SEK	277.40	+3.10	+1.13%	278.20	278.40	837,952	232,064,272	18:00:00
SKF A	SEK	257.00	+1.00	+0.39%	255.00	256.00	3,731	952,702	18:00:00
SKF B	SEK	255.00	-0.10	-0.03%	254.70	254.80	825,965	210,295,484	18:00:00
SkiStar B	SEK	164.60	-1.90	-1.14%	164.60	164.80	61,412	10,100,110	18:00:00
Sleep Cycle	SEK	26.25	0.00	0.00%	26.25	26.70	12,483	331,852	18:00:00
Softronic B	SEK	21.50	-0.15	-0.69%	21.45	21.65	36,670	791,021	18:00:00
Solid Försäkringsaktiebolag	SEK	87.50	+1.80	+2.10%	87.30	87.70	25,721	2,237,136	18:00:00
SSAB A	SEK	76.58	-1.40	-1.79%	76.44	76.52	1,009,503	77,505,665	18:00:00
SSAB B	SEK	75.74	-1.58	-2.04%	75.76	75.82	2,907,772	221,102,654	18:00:00
Starbreeze A	SEK	0.1215	-0.0045	-3.57%			13,192	1,602	18:00:00
Starbreeze B	SEK	0.102	+0.0014	+1.39%	0.1016	0.1038	1,512,787	156,508	18:00:00
Stendörren Fastigheter B	SEK	194.50	-0.50	-0.25%	194.50	196.00	9,236	1,798,327	18:00:00
Stenhus Fastigheter i Norden	SEK	11.78	+0.10	+0.85%	11.72	11.78	2,653,251	31,307,156	18:00:00
Stillfront Group	SEK	5.675	-0.015	-0.26%	5.65	5.705	1,341,555	7,657,700	18:00:00
Stockwik Förvaltning	SEK	22.40	0.00	0.00%	22.40	22.50	7,687	175,963	18:00:00
Stora Enso A	SEK	114.00	-1.50	-1.29%			7,521	857,331	18:00:00
Stora Enso R	SEK	113.10	-1.70	-1.48%	112.70	112.90	412,030	46,565,919	18:00:00
Storskogen Group B	SEK	11.765	+0.095	+0.81%	11.755	11.775	1,747,531	20,426,287	18:00:00
Studsvik	SEK	296.00	+18.00	+6.47%	290.00	295.00	68,795	19,857,247	18:00:00
Sv. Handelsbanken A	SEK	141.30	+0.30	+0.21%	140.90	140.95	4,184,668	589,995,576	18:00:00
Sv. Handelsbanken B	SEK	241.20	+1.60	+0.66%	240.20	241.20	91,375	21,914,299	18:00:00
Sveafastigheter	SEK	42.62	-0.44	-1.02%	42.60	42.70	221,876	9,475,595	18:00:00
Svedbergs Group B	SEK	70.60	-0.90	-1.25%	70.40	70.70	36,451	2,597,060	18:00:00
SWECO A	SEK	149.00	-0.50	-0.33%	149.00	150.50	1,770	265,036	18:00:00
SWECO B	SEK	150.20	+0.70	+0.46%	150.00	150.20	481,701	72,252,292	18:00:00
Swedbank A	SEK	348.10	+2.40	+0.69%	348.00	348.10	4,229,307	1,470,465,020	18:00:00
Swedish Logistic Property B	SEK	42.35	0.00	0.00%	42.20	42.45	124,084	5,262,739	18:00:00
Swedish Orphan Biovitrum	SEK	331.60	-8.40	-2.47%	332.20	332.60	525,975	175,245,350	18:00:00
SynAct Pharma	SEK	23.80	-0.15	-0.62%	23.90	23.95	114,098	2,714,809	18:00:00
Synsam	SEK	66.70	+0.30	+0.45%	66.60	67.00	224,894	15,059,723	18:00:00
Systemair	SEK	87.80	-0.40	-0.45%	88.00	88.30	62,169	5,463,435	18:00:00
Tele2 A	SEK	155.00	-1.00	-0.64%			3,965	613,237	18:00:00
Tele2 B	SEK	155.60	-0.50	-0.32%	154.95	155.00	1,299,112	202,187,525	18:00:00
Telia Company	SEK	39.11	-0.16	-0.40%	38.97	38.99	7,380,764	288,645,506	18:00:00
TF Bank	SEK	172.00	+2.00	+1.17%	171.26	171.40	91,566	15,687,088	18:00:00
Thule Group	SEK	236.20	-0.80	-0.33%	236.80	237.60	325,742	77,169,653	18:00:00
TietoEVRY Oyj	SEK	199.20	-3.80	-1.87%	200.00	200.60	16,463	3,310,347	18:00:00
Tobii	SEK	2.056	+0.106	+5.43%	2.032	2.05	1,834,850	3,640,213	18:00:00
Traction B	SEK	254.00	+4.00	+1.60%	251.00	254.00	1,157	292,210	18:00:00
TradeDoubler	SEK	7.60	+0.18	+2.42%	7.54	7.62	60,053	456,980	18:00:00
Transtema Group	SEK	8.69	-0.01	-0.11%	8.60	8.70	44,037	380,583	18:00:00
TRATON	SEK	333.80	-3.00	-0.89%	332.80	333.40	160,716	53,514,338	18:00:00
Trelleborg B	SEK	387.70	+0.90	+0.23%	386.10	386.50	228,766	88,532,883	18:00:00
Trianon B	SEK	19.88	-0.10	-0.50%	19.88	19.96	9,433	187,554	18:00:00
Troax Group	SEK	147.40	-1.20	-0.80%	147.60	148.60	15,522	2,287,716	18:00:00
Truecaller B	SEK	16.40	-0.50	-2.95%	16.46	16.48	1,890,533	31,363,417	18:00:00
VBG GROUP B	SEK	411.80	+2.40	+0.58%	409.80	411.80	18,827	7,703,487	18:00:00
Verisure	EUR	14.942	+0.122	+0.82%	14.862	14.908	705,629	10,549,348	18:00:00
Vestum	SEK	8.20	+0.17	+2.11%	8.19	8.26	194,383	1,558,331	18:00:00
Viaplay Group A	SEK	1.97	0.00	0.00%					18:00:00
Viaplay Group B	SEK	0.982	-0.036	-3.53%	0.982	0.99	13,133,062	13,015,436	18:00:00
Vicore Pharma Holding	SEK	11.94	-0.12	-0.99%	11.96	12.08	667,990	7,860,424	18:00:00
Vimian Group	SEK	30.72	-0.22	-0.71%	30.82	30.90	207,495	6,363,807	18:00:00
Vitec Software Group B	SEK	288.60	+0.60	+0.20%	290.20	290.40	114,643	33,646,691	18:00:00
Vitrolife	SEK	133.10	+1.70	+1.29%	133.30	133.60	185,938	24,845,877	18:00:00
Viva Wine Group	SEK	35.20	-0.30	-0.84%	35.30	35.60	6,342	223,855	18:00:00
Vivesto	SEK	0.106	+0.0016	+1.53%	0.1036	0.106	433,064	45,168	18:00:00
VNV Global	SEK	20.76	-0.24	-1.14%	20.80	20.84	114,818	2,392,695	18:00:00
Volati	SEK	103.60	-0.40	-0.38%	103.40	103.80	75,159	7,792,313	18:00:00
Volvo A	SEK	312.40	-3.40	-1.07%	312.40	312.80	108,152	33,756,113	18:00:00
Volvo B	SEK	312.40	-3.10	-0.98%	312.60	312.80	4,809,166	1,501,030,388	18:00:00
Volvo Car B	SEK	32.29	-0.91	-2.74%	32.22	32.28	4,464,181	144,408,800	18:00:00
Wall to Wall Group A	SEK	43.70	+0.10	+0.22%	42.70	43.70	1,574	68,524	18:00:00
Wallenstam B	SEK	42.40	-0.40	-0.93%	42.40	42.46	257,543	10,929,908	18:00:00
Wihlborgs Fastigheter	SEK	92.75	-0.90	-0.96%	92.75	92.90	323,215	29,990,389	18:00:00
Wise Group	SEK	12.85	0.00	0.00%	12.80	13.35	6	77	18:00:00
Wästbygg Gruppen B	SEK	6.10	-0.12	-1.92%	6.10	6.26	67,260	420,127	18:00:00
XANO Industri B	SEK	88.30	+2.40	+2.79%	88.10	90.50	1,063,022	88,628,366	18:00:00
Xbrane Biopharma	SEK	11.468	-0.228	-1.94%	11.30	11.468	29,731	339,521	18:00:00
Xspray Pharma	SEK	25.00	-2.70	-9.74%	25.10	25.25	170,022	4,370,356	18:00:00
Xvivo Perfusion	SEK	208.40	-7.80	-3.60%	207.80	208.60	165,333	35,027,514	18:00:00
Yubico	SEK	73.70	-2.02	-2.66%	73.86	74.00	179,030	13,392,914	18:00:00
Öresund	SEK	120.40	-0.40	-0.33%	120.40	120.60	15,527	1,866,048	18:00:00
