CompanyName	Company_Identifier	What_to_capture	FiscalYear	IR_URL	Capture_attempt_date	AgentId	CaptureStatus	CaptureStatusDetails	milestone1_Establish_Connection	milestone2_Find_object_to_capture	milestone3_download_object	Milestone4_object_passed_validation	Report_URL	Source_Page	Pages	Size_MB	Probability_Annual_Report	Document_Type	Classification_Reasoning	User_Agent_Used	Validation_Status	Validation_Confidence	Validation_Issues	Validation_Date	Priority	Failure_Reason
SAAB B	S20	Annual report	2022	https://www.saab.com/investors	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2022 (found 0 reports for other years)
SAAB B	S20	Annual report	2023	https://www.saab.com/investors	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/183/3937793/2639666.pdf	https://mfn.se/cis/a/saab/saab-publishes-its-2023-annual-and-sustainability-report-ae59fcc3	180.0	12.88	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	94.7%		2026-01-17 15:57:12	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
SAAB B	S20	Annual report	2024	https://www.saab.com/investors	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/183/4113389/3296555.pdf	https://mfn.se/cis/a/saab/saab-publicerar-ars-och-hallbarhetsredovisning-for-2024-88309622	228.0	9.75	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:13	Complete ✓	No report URL found for 2024 (found 0 reports for other years)
Sandvik	S21	Annual report	2019	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 148 pages, 86.1% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.home.sandvik/en/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	86.1%		2025-12-22 00:46:32	Complete ✓	
Sandvik	S21	Annual report	2020	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 148 pages, 86.1% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.home.sandvik/en/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	86.1%		2025-12-22 00:46:18	Complete ✓	
Sandvik	S21	Annual report	2021	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 160 pages, 89.3% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.home.sandvik/en/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	89.3%		2025-12-22 00:46:25	Complete ✓	
Sandvik	S21	Annual report	2022	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 160 pages, 89.3% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.home.sandvik/en/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	89.3%		2025-12-22 00:46:10	Complete ✓	
Sandvik	S21	Annual report	2023	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 168 pages, 91.5% confidence	Pass	Pass	Pass	Pass	https://www.annualreport.sandvik/en/2023/services/downloads.html	https://www.home.sandvik/en/investors/	168.0	11.58	100.00%	Annual Report	Contains 'annualreport'; 168 pages (typical annual report)	Rotated (5 variants)	Valid	91.5%		2025-12-22 00:46:06	Complete ✓	
Sandvik	S21	Annual report	2024	https://www.home.sandvik/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 160 pages, 89.3% confidence	Pass	Pass	Pass	Pass	https://www.annualreport.sandvik/en/2024/services/downloads.html	https://www.home.sandvik/en/investors/	160.0	8.17	100.00%	Annual Report	Contains 'annualreport'; 160 pages (typical annual report)	Rotated (5 variants)	Valid	89.3%		2025-12-22 00:46:06	Complete ✓	
SCA B	S22	Annual report	2019	https://www.sca.com/en/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/600/3053862/1206818.pdf	https://mfn.se/cis/a/sca/sca-publishes-annual-report-for-2019-reports-benefits-for-society-and-climate-ea58be4c	168.0	14.03	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	91.5%		2026-01-17 15:57:14	Complete ✓	No report URL found for 2019 (found 0 reports for other years)
SCA B	S22	Annual report	2020	https://www.sca.com/en/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/600/3308556/1388439.pdf	https://mfn.se/cis/a/sca/sca-publishes-annual-report-for-2020-with-long-term-sustainability-targets-d8811cb0	180.0	12.26	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	94.7%		2026-01-17 15:57:16	Complete ✓	No report URL found for 2020 (found 0 reports for other years)
SCA B	S22	Annual report	2021	https://www.sca.com/en/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Public/600/3520131/b17817090c75f534.pdf	https://mfn.se/cis/a/sca/sca-publishes-2021-annual-and-sustainability-report-21d094af	180.0	10.59	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	94.7%		2026-01-17 15:57:16	Complete ✓	No report URL found for 2021 (found 0 reports for other years)
SCA B	S22	Annual report	2022	https://www.sca.com/en/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/600/3728359/1894286.pdf	https://mfn.se/cis/a/sca/sca-publishes-2022-annual-and-sustainability-report-e3ba473b	192.0	11.47	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	97.9%		2026-01-17 15:57:20	Complete ✓	No report URL found for 2022 (found 0 reports for other years)
SCA B	S22	Annual report	2023	https://www.sca.com/en/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/600/3938079/2637715.pdf	https://mfn.se/cis/a/sca/sca-publishes-2023-annual-report-f6e1185f	196.0	11.79	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	98.9%		2026-01-17 15:57:24	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
SCA B	S22	Annual report	2024	https://www.sca.com/en/investors/	2025-12-22	A1	Downloaded	Successfully validated: 202 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.sca.com/en/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:44	Complete ✓	
SEB A	S23	Annual report	2019	https://sebgroup.com/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2019 (found 0 reports for other years)
SEB A	S23	Annual report	2020	https://sebgroup.com/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2020 (found 0 reports for other years)
SEB A	S23	Annual report	2021	https://sebgroup.com/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2021 (found 0 reports for other years)
SEB A	S23	Annual report	2022	https://sebgroup.com/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2022 (found 0 reports for other years)
SEB A	S23	Annual report	2023	https://sebgroup.com/investor-relations	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Public/4324/3936474/b26c435c64e74fa8.pdf	https://mfn.se/cis/a/seb/seb-publishes-annual-and-sustainability-report-2023-1eb06d7f	252.0	5.16	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:24	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
SEB A	S23	Annual report	2024	https://sebgroup.com/investor-relations	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/4324/4117258/3314101.pdf	https://mfn.se/cis/a/seb/seb-publishes-annual-report-2024-67cfbf3b	307.0	9.45	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:26	Complete ✓	No report URL found for 2024 (found 0 reports for other years)
Skanska B	S24	Annual report	2019	https://group.skanska.com/investors/	2025-12-22	A1	Validation Failed	Validation failed: Year 2019 not found in PDF	Pass	Pass	Skipped	Failed			0.0	0.0		Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Invalid	70.0%	Year 2019 not found in PDF	2026-01-03 15:39:44	Needs Work ⚠	Validation failed: Year 2019 not found in PDF
Skanska B	S24	Annual report	2020	https://group.skanska.com/investors/	2025-12-22	A1	Downloaded	Successfully validated: 182 pages, 95.2% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://group.skanska.com/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	95.2%		2025-12-22 00:46:46	Complete ✓	
Skanska B	S24	Annual report	2021	https://group.skanska.com/investors/	2025-12-22	A1	Downloaded	Successfully validated: 208 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://group.skanska.com/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:47	Complete ✓	
Skanska B	S24	Annual report	2022	https://group.skanska.com/investors/	2025-12-22	A1	Downloaded	Successfully validated: 224 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://group.skanska.com/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:48	Complete ✓	
Skanska B	S24	Annual report	2023	https://group.skanska.com/investors/	2025-12-22	A1	Downloaded	Successfully validated: 226 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://group.skanska.com/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:48	Complete ✓	
Skanska B	S24	Annual report	2024	https://group.skanska.com/investors/	2025-12-22	A1	Downloaded	Successfully validated: 232 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://group.skanska.com/investors/				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:47	Complete ✓	
SKF B	S25	Annual report	2019	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Public/637/3052162/9eab1698235609ba.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2019-published-b340ed0c	164.0	7.78	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	90.4%		2026-01-17 15:57:26	Complete ✓	No report URL found for 2019 (found 0 reports for other years)
SKF B	S25	Annual report	2020	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/637/3299288/1381830.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2020-230159d5	162.0	7.42	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	89.9%		2026-01-17 15:57:27	Complete ✓	No report URL found for 2020 (found 0 reports for other years)
SKF B	S25	Annual report	2021	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/637/3517209/1543197.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2021-is-published-online-ae91ecb6	162.0	8.84	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	89.9%		2026-01-17 15:57:26	Complete ✓	No report URL found for 2021 (found 0 reports for other years)
SKF B	S25	Annual report	2022	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/637/3725597/1883909.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2022-published-online-major-milestone-reached-for-own-renewable-energy-use-bda94d28	150.0	9.80	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	86.7%		2026-01-17 15:57:27	Complete ✓	No report URL found for 2022 (found 0 reports for other years)
SKF B	S25	Annual report	2023	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/637/3939698/2642356.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2023-published-online-on-track-to-deliver-on-2030-sustainability-target-4935e7bd	160.0	14.38	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	89.3%		2026-01-17 15:57:28	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
SKF B	S25	Annual report	2024	https://www.skf.com/group/investors/	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/637/4115866/3306976.pdf	https://mfn.se/cis/a/skf/skf-annual-report-2024-published-online-significant-decarbonization-milestone-reached-fbe423f5	175.0	6.60	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	93.3%		2026-01-17 15:57:27	Complete ✓	No report URL found for 2024 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2019	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2019 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2020	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2020 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2021	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2021 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2022	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2022 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2023	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2023 (found 0 reports for other years)
Sv. Handelsbanken A	S26	Annual report	2024	https://www.handelsbanken.com/sv/investor-relations	2025-12-22	A1		Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted			0.0	0.0	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2024 (found 0 reports for other years)
Tele2 B	S28	Annual report	2019	https://www.tele2.com/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/3372/3068881/1218057.pdf	https://mfn.se/cis/a/tele2/tele2-ab-tele2s-annual-report-2019-fe9cd3a8	94.0	8.13	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	71.7%		2026-01-17 15:57:29	Complete ✓	No report URL found for 2019 (found 0 reports for other years)
Tele2 B	S28	Annual report	2020	https://www.tele2.com/investors	2025-12-22	A1	Validated	Validation failed: Too few pages (17 < 50); Year 2020 not found in PDF	Pass	Pass	Skipped	Failed	https://mb.cision.com/Main/3372/3313796/1392365.pdf	https://mfn.se/cis/a/tele2/tele2-ab-tele2s-annual-and-sustainability-report-2020-03d08994	136.0	3.96		Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	82.9%		2026-01-17 15:57:31	Complete ✓	Validation failed: Too few pages (17 < 50); Year 2020 not found in PDF
Tele2 B	S28	Annual report	2021	https://www.tele2.com/investors	2025-12-22	A1	Validated	Validation failed: Too few pages (31 < 50); Year 2021 not found in PDF	Pass	Pass	Skipped	Failed	https://mb.cision.com/Main/3372/3535259/1555954.pdf	https://mfn.se/cis/a/tele2/tele2-ab-tele2s-annual-and-sustainability-report-2021-3539bab6	151.0	10.60		Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	86.9%		2026-01-17 15:57:32	Complete ✓	Validation failed: Too few pages (31 < 50); Year 2021 not found in PDF
Tele2 B	S28	Annual report	2022	https://www.tele2.com/investors	2025-12-22	A1	Downloaded	Successfully validated: 162 pages, 89.9% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.tele2.com/investors				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	89.9%		2025-12-22 00:46:35	Complete ✓	
Tele2 B	S28	Annual report	2023	https://www.tele2.com/investors	2025-12-22	A1	Downloaded	Successfully validated: 164 pages, 90.4% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.tele2.com/investors				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	90.4%		2025-12-22 00:46:35	Complete ✓	
Tele2 B	S28	Annual report	2024	https://www.tele2.com/investors	2025-12-22	A1	Downloaded	Successfully validated: 211 pages, 100.0% confidence	Pass	Pass	Skipped	Pass	Already downloaded	https://www.tele2.com/investors				Previously Downloaded	Skipped (file already exists)	Rotated (5 variants)	Valid	100.0%		2025-12-22 00:46:35	Complete ✓	
Telia Company	S29	Annual report	2019	https://www.teliacompany.com/en/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/40/3057361/1209597.pdf	https://mfn.se/cis/a/telia-company/telia-companys-annual-and-sustainability-report-2019-is-now-available-at-www-teliacompany-com-f96ebce2	241.0	7.01	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:30	Complete ✓	No report URL found for 2019 (found 0 reports for other years)
Telia Company	S29	Annual report	2020	https://www.teliacompany.com/en/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/40/3304365/1385251.pdf	https://mfn.se/cis/a/telia-company/telia-company-presents-its-annual-and-sustainability-report-2020-a826ad40	259.0	9.98	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:31	Complete ✓	No report URL found for 2020 (found 0 reports for other years)
Telia Company	S29	Annual report	2021	https://www.teliacompany.com/en/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/40/3522382/1546730.pdf	https://mfn.se/cis/a/telia-company/telia-company-presents-its-annual-and-sustainability-report-2021-e240cf4e	266.0	13.94	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:32	Complete ✓	No report URL found for 2021 (found 0 reports for other years)
Telia Company	S29	Annual report	2022	https://www.teliacompany.com/en/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/40/3732035/1906478.pdf	https://mfn.se/cis/a/telia-company/telia-company-presents-its-annual-and-sustainability-report-2022-ee3cd7c1	263.0	8.06	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:31	Complete ✓	No report URL found for 2022 (found 0 reports for other years)
Telia Company	S29	Annual report	2023	https://www.teliacompany.com/en/investors	2025-12-22	A1	Validated	Report not found during search	Pass	Failed	Not Attempted	Not Attempted	https://mb.cision.com/Main/40/3947189/2674950.pdf	https://mfn.se/cis/a/telia-company/telia-company-presents-its-2023-annual-and-sustainability-report-3cf95d90	271.0	6.53	0.00%	Not Found	No report found for this year	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:32	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
Telia Company	S29	Annual report	2024	https://www.teliacompany.com/en/investors	2025-12-22	A1		Report not found during search	Pass	Failed	Not Attempted	Not Attempted			0.0	0.0	0.00%	Not Found	No report found for this year	Rotated (5 variants)		0.0			Not Downloaded	No report URL found for 2024 (found 0 reports for other years)
Volvo B	S30	Annual report	2019	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/3045690/1200842.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-and-sustainability-report-2019-4f388f9e	230.0	10.71	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:33	Complete ✓	No report URL found for 2019 (found 0 reports for other years)
Volvo B	S30	Annual report	2020	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/3297011/1379923.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-and-sustainability-report-2020-68212c89	210.0	10.67	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:33	Complete ✓	No report URL found for 2020 (found 0 reports for other years)
Volvo B	S30	Annual report	2021	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/3514516/1540989.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-and-sustainability-report-2021-10ee3215	218.0	10.50	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:34	Complete ✓	No report URL found for 2021 (found 0 reports for other years)
Volvo B	S30	Annual report	2022	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/3725013/1882136.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-report-2022-ceb326cd	226.0	12.97	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:33	Complete ✓	No report URL found for 2022 (found 0 reports for other years)
Volvo B	S30	Annual report	2023	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/3938393/2638772.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-report-2023-c83b07ad	232.0	14.19	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:34	Complete ✓	No report URL found for 2023 (found 0 reports for other years)
Volvo B	S30	Annual report	2024	https://www.volvogroup.com/en/investors/reports-and-presentations.html	2025-12-22	A1	Validated	Failed to fetch 3 pages in a row (last: HTTP 404)	Failed	Not Attempted	Not Attempted	Not Attempted	https://mb.cision.com/Main/39/4112026/3290354.pdf	https://mfn.se/cis/a/volvo/ab-volvo-publishes-annual-report-2024-b9515e28	220.0	10.59	0.00%		Failed to fetch 3 pages in a row (last: HTTP 404)	Rotated (5 variants)	Valid	100.0%		2026-01-17 15:57:34	Complete ✓	No report URL found for 2024 (found 0 reports for other years)
Addtech B	S2	Annual report	2019	https://www.addtech.com/investors-and-media																					Not Downloaded	
Addtech B	S2	Annual report	2020	https://www.addtech.com/investors-and-media																					Not Downloaded	
Addtech B	S2	Annual report	2021	https://www.addtech.com/investors-and-media																					Not Downloaded	
Addtech B	S2	Annual report	2022	https://www.addtech.com/investors-and-media																					Not Downloaded	
Addtech B	S2	Annual report	2023	https://www.addtech.com/investors-and-media																					Not Downloaded	
Addtech B	S2	Annual report	2024	https://www.addtech.com/investors-and-media																					Not Downloaded	
Alfa Laval	S3	Annual report	2019	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/3069338/1218261.pdf	https://mfn.se/cis/a/alfa-laval/alfa-lavals-annual-report-for-2019-70076d6e	152.0	8.64					Valid	87.2%		2026-01-17 15:57:46	Complete ✓	
Alfa Laval	S3	Annual report	2020	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/3318000/1395725.pdf	https://mfn.se/cis/a/alfa-laval/alfa-laval-alf-lavals-annual-report-for-2020-bc54ad09	160.0	3.80					Valid	89.3%		2026-01-17 15:57:46	Complete ✓	
Alfa Laval	S3	Annual report	2021	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/3536813/1557177.pdf	https://mfn.se/cis/a/alfa-laval/alfa-lavals-annual-and-sustainability-report-for-2021-published-47857ab7	194.0	6.87					Valid	98.4%		2026-01-17 15:57:47	Complete ✓	
Alfa Laval	S3	Annual report	2022	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/3744039/1955700.pdf	https://mfn.se/cis/a/alfa-laval/alfa-lavals-annual-and-sustainability-report-for-2022-published-0d89d07c	200.0	10.57					Valid	100.0%		2026-01-17 15:57:47	Complete ✓	
Alfa Laval	S3	Annual report	2023	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/3953677/2701033.pdf	https://mfn.se/cis/a/alfa-laval/alfa-lavals-annual-and-sustainability-report-for-2023-published-593e6a20	192.0	6.34					Valid	97.9%		2026-01-17 15:57:46	Complete ✓	
Alfa Laval	S3	Annual report	2024	https://www.alfalaval.com/investors/			Validated						https://mb.cision.com/Main/905/4128683/3359424.pdf	https://mfn.se/cis/a/alfa-laval/alfa-laval-publicerar-ars-och-hallbarhetsredovisning-for-2024-f6a65811	81.0	4.82					Valid	68.3%		2026-01-17 15:57:47	Complete ✓	
ASSA ABLOY B	S4	Annual report	2019	https://www.assaabloy.com/group/en/investors																					Not Downloaded	
ASSA ABLOY B	S4	Annual report	2020	https://www.assaabloy.com/group/en/investors																					Not Downloaded	
ASSA ABLOY B	S4	Annual report	2021	https://www.assaabloy.com/group/en/investors																					Not Downloaded	
